# Radius     Gravity      Pressure     Temperature  Density      Vp           Vs           K            G            Expansivity  Cp            dGdT         
5.948334e+06 9.983782e+00 1.431878e+10 1.770166e+03 3.840267e+03 9.405532e+03 5.100187e+03 2.065352e+11 9.989268e+10 2.385923e-05 1.212848e+03 -1.434055e+07
5.954666e+06 9.982531e+00 1.408080e+10 1.768002e+03 3.835832e+03 9.392377e+03 5.096217e+03 2.055552e+11 9.962204e+10 2.399782e-05 1.213188e+03 -1.435843e+07
5.961000e+06 9.981261e+00 1.384330e+10 1.765922e+03 3.601832e+03 8.566151e+03 4.564456e+03 1.642433e+11 7.504150e+10 2.095167e-05 1.195842e+03 -1.295106e+07
5.961000e+06 9.981261e+00 1.384330e+10 1.765922e+03 3.601832e+03 8.566151e+03 4.564456e+03 1.642433e+11 7.504150e+10 2.095167e-05 1.195842e+03 -1.295106e+07
5.966000e+06 9.979752e+00 1.366237e+10 1.764363e+03 3.597854e+03 8.553086e+03 4.560767e+03 1.634187e+11 7.483750e+10 2.109222e-05 1.196130e+03 -1.295429e+07
5.973666e+06 9.977421e+00 1.338540e+10 1.761956e+03 3.591732e+03 8.532960e+03 4.555082e+03 1.621537e+11 7.452402e+10 2.131105e-05 1.196579e+03 -1.295961e+07
5.980000e+06 9.975487e+00 1.315691e+10 1.759951e+03 3.586655e+03 8.516241e+03 4.550357e+03 1.611079e+11 7.426436e+10 2.149502e-05 1.196958e+03 -1.296436e+07
5.986334e+06 9.973551e+00 1.292874e+10 1.757932e+03 3.581558e+03 8.499439e+03 4.545606e+03 1.600613e+11 7.400406e+10 2.168193e-05 1.197343e+03 -1.296945e+07
5.992666e+06 9.971617e+00 1.270096e+10 1.755898e+03 3.576444e+03 8.482558e+03 4.540831e+03 1.590144e+11 7.374322e+10 2.187181e-05 1.197734e+03 -1.297487e+07
5.999000e+06 9.969686e+00 1.247341e+10 1.753849e+03 3.571309e+03 8.465585e+03 4.536028e+03 1.579664e+11 7.348165e+10 2.206485e-05 1.198133e+03 -1.298064e+07
6.005334e+06 9.967758e+00 1.224620e+10 1.751785e+03 3.566155e+03 8.448526e+03 4.531199e+03 1.569177e+11 7.321945e+10 2.226106e-05 1.198539e+03 -1.298676e+07
6.011666e+06 9.965832e+00 1.201941e+10 1.749707e+03 3.560984e+03 8.431386e+03 4.526345e+03 1.558686e+11 7.295671e+10 2.246043e-05 1.198952e+03 -1.299312e+07
6.018000e+06 9.963904e+00 1.179293e+10 1.747613e+03 3.555792e+03 8.414156e+03 4.521463e+03 1.548186e+11 7.269330e+10 2.266317e-05 1.199373e+03 -1.300011e+07
6.024334e+06 9.961973e+00 1.156687e+10 1.745504e+03 3.550582e+03 8.396841e+03 4.516557e+03 1.537683e+11 7.242934e+10 2.286925e-05 1.199801e+03 -1.300735e+07
6.030666e+06 9.960034e+00 1.134134e+10 1.743381e+03 3.545357e+03 8.379450e+03 4.511627e+03 1.527180e+11 7.216495e+10 2.307868e-05 1.200236e+03 -1.301498e+07
6.037000e+06 9.958083e+00 1.111624e+10 1.741243e+03 3.540113e+03 8.361972e+03 4.506671e+03 1.516672e+11 7.189999e+10 2.329162e-05 1.200680e+03 -1.302301e+07
6.043334e+06 9.956119e+00 1.089164e+10 1.739090e+03 3.534852e+03 8.344414e+03 4.501691e+03 1.506163e+11 7.163456e+10 2.350810e-05 1.201131e+03 -1.303143e+07
6.049666e+06 9.954139e+00 1.066767e+10 1.736924e+03 3.529577e+03 8.326780e+03 4.496688e+03 1.495658e+11 7.136879e+10 2.372811e-05 1.201591e+03 -1.304028e+07
6.056000e+06 9.952141e+00 1.044417e+10 1.734742e+03 3.524285e+03 8.309061e+03 4.491661e+03 1.485150e+11 7.110249e+10 2.395187e-05 1.202059e+03 -1.304955e+07
6.062334e+06 9.950126e+00 1.022124e+10 1.732545e+03 3.518976e+03 8.291261e+03 4.486609e+03 1.474643e+11 7.083578e+10 2.417940e-05 1.202535e+03 -1.305925e+07
6.068666e+06 9.948092e+00 9.998949e+09 1.730334e+03 3.513652e+03 8.273384e+03 4.481534e+03 1.464139e+11 7.056871e+10 2.441074e-05 1.203021e+03 -1.306940e+07
6.075000e+06 9.946039e+00 9.777152e+09 1.728107e+03 3.508310e+03 8.255417e+03 4.476434e+03 1.453632e+11 7.030113e+10 2.464614e-05 1.203515e+03 -1.308001e+07
6.081334e+06 9.943969e+00 9.555911e+09 1.725865e+03 3.502950e+03 8.237364e+03 4.471308e+03 1.443123e+11 7.003308e+10 2.488566e-05 1.204019e+03 -1.309108e+07
6.087666e+06 9.941883e+00 9.335283e+09 1.723607e+03 3.497575e+03 8.219227e+03 4.466159e+03 1.432616e+11 6.976465e+10 2.512933e-05 1.204532e+03 -1.310264e+07
6.094000e+06 9.939782e+00 9.115113e+09 1.721332e+03 3.492180e+03 8.200993e+03 4.460981e+03 1.422102e+11 6.949562e+10 2.537747e-05 1.205055e+03 -1.311469e+07
6.100334e+06 9.937668e+00 8.895448e+09 1.719040e+03 3.486765e+03 8.182663e+03 4.455777e+03 1.411583e+11 6.922605e+10 2.563015e-05 1.205589e+03 -1.312726e+07
6.106666e+06 9.935544e+00 8.676331e+09 1.716730e+03 3.481331e+03 8.164238e+03 4.450546e+03 1.401061e+11 6.895598e+10 2.588746e-05 1.206133e+03 -1.314047e+07
6.113000e+06 9.933411e+00 8.457593e+09 1.714401e+03 3.475875e+03 8.145704e+03 4.445284e+03 1.390527e+11 6.868521e+10 2.614974e-05 1.206688e+03 -1.315397e+07
6.119334e+06 9.931273e+00 8.239270e+09 1.712051e+03 3.470396e+03 8.127061e+03 4.439993e+03 1.379983e+11 6.841377e+10 2.641710e-05 1.207255e+03 -1.316817e+07
6.125666e+06 9.929133e+00 8.021392e+09 1.709680e+03 3.464895e+03 8.108311e+03 4.434672e+03 1.369429e+11 6.814171e+10 2.668967e-05 1.207834e+03 -1.318294e+07
6.132000e+06 9.926994e+00 7.803783e+09 1.707283e+03 3.459367e+03 8.089435e+03 4.429317e+03 1.358857e+11 6.786882e+10 2.696782e-05 1.208424e+03 -1.319832e+07
6.138334e+06 9.924858e+00 7.586486e+09 1.704858e+03 3.453814e+03 8.070438e+03 4.423931e+03 1.348268e+11 6.759516e+10 2.725169e-05 1.209028e+03 -1.321432e+07
6.144666e+06 9.922728e+00 7.369550e+09 1.702400e+03 3.448235e+03 8.051322e+03 4.418515e+03 1.337665e+11 6.732085e+10 2.754137e-05 1.209644e+03 -1.323095e+07
6.151000e+06 9.920602e+00 7.152828e+09 1.699903e+03 3.442628e+03 8.032076e+03 4.413068e+03 1.327042e+11 6.704576e+10 2.783723e-05 1.210273e+03 -1.324825e+07
6.157087e+06 9.918565e+00 6.944824e+09 1.697456e+03 3.437215e+03 8.013465e+03 4.407807e+03 1.316818e+11 6.678084e+10 2.812743e-05 1.210890e+03 -1.326552e+07
6.163174e+06 9.916532e+00 6.737087e+09 1.694953e+03 3.431778e+03 7.994745e+03 4.402526e+03 1.306580e+11 6.651553e+10 2.842352e-05 1.211519e+03 -1.328343e+07
6.169261e+06 9.914502e+00 6.529633e+09 1.692376e+03 3.426320e+03 7.975925e+03 4.397229e+03 1.296332e+11 6.625004e+10 2.872555e-05 1.212158e+03 -1.330199e+07
6.175348e+06 9.912474e+00 6.322485e+09 1.689703e+03 3.420842e+03 7.957017e+03 4.391927e+03 1.286080e+11 6.598469e+10 2.903353e-05 1.212808e+03 -1.332121e+07
6.181435e+06 9.910444e+00 6.115665e+09 1.686902e+03 3.415347e+03 7.938040e+03 4.386631e+03 1.275830e+11 6.571992e+10 2.934739e-05 1.213465e+03 -1.334110e+07
6.187522e+06 9.908412e+00 5.909194e+09 1.683932e+03 3.409842e+03 7.919019e+03 4.381357e+03 1.265590e+11 6.545630e+10 2.966697e-05 1.214127e+03 -1.336164e+07
6.193609e+06 9.906376e+00 5.703089e+09 1.680736e+03 3.404331e+03 7.899987e+03 4.376127e+03 1.255374e+11 6.519460e+10 2.999198e-05 1.214792e+03 -1.338283e+07
6.199696e+06 9.904335e+00 5.497363e+09 1.677240e+03 3.398822e+03 7.880989e+03 4.370971e+03 1.245197e+11 6.493582e+10 3.032195e-05 1.215453e+03 -1.340462e+07
6.205783e+06 9.902288e+00 5.292023e+09 1.673349e+03 3.393326e+03 7.862085e+03 4.365927e+03 1.235078e+11 6.468126e+10 3.065617e-05 1.216104e+03 -1.342698e+07
6.211870e+06 9.900234e+00 5.087074e+09 1.668938e+03 3.387857e+03 7.843351e+03 4.361042e+03 1.225046e+11 6.443259e+10 3.099367e-05 1.216735e+03 -1.344982e+07
6.217957e+06 9.898173e+00 4.882518e+09 1.663855e+03 3.382431e+03 7.824886e+03 4.356379e+03 1.215131e+11 6.419189e+10 3.133306e-05 1.217335e+03 -1.347305e+07
6.224043e+06 9.896107e+00 4.678384e+09 1.657909e+03 3.377071e+03 7.806817e+03 4.352013e+03 1.205379e+11 6.396180e+10 3.167246e-05 1.217889e+03 -1.349652e+07
6.230130e+06 9.894034e+00 4.474597e+09 1.650865e+03 3.371803e+03 7.789291e+03 4.348039e+03 1.195837e+11 6.374542e+10 3.200958e-05 1.218375e+03 -1.352003e+07
6.236217e+06 9.891957e+00 4.271180e+09 1.642446e+03 3.366660e+03 7.772498e+03 4.344568e+03 1.186569e+11 6.354662e+10 3.234133e-05 1.218772e+03 -1.354333e+07
6.242304e+06 9.889876e+00 4.068118e+09 1.632321e+03 3.361681e+03 7.756662e+03 4.341735e+03 1.177650e+11 6.336991e+10 3.266390e-05 1.219049e+03 -1.356610e+07
6.248391e+06 9.887793e+00 3.865392e+09 1.620111e+03 3.356912e+03 7.742043e+03 4.339695e+03 1.169166e+11 6.322054e+10 3.297270e-05 1.219171e+03 -1.358795e+07
6.254478e+06 9.885709e+00 3.662978e+09 1.605383e+03 3.352405e+03 7.728940e+03 4.338623e+03 1.161217e+11 6.310448e+10 3.326226e-05 1.219098e+03 -1.360838e+07
6.260565e+06 9.883628e+00 3.460850e+09 1.587657e+03 3.348219e+03 7.717689e+03 4.338715e+03 1.153913e+11 6.302836e+10 3.352627e-05 1.218781e+03 -1.362683e+07
6.266652e+06 9.881551e+00 3.258976e+09 1.566411e+03 3.344420e+03 7.708657e+03 4.340182e+03 1.147375e+11 6.299944e+10 3.375764e-05 1.218168e+03 -1.364264e+07
6.272739e+06 9.879482e+00 3.057322e+09 1.541090e+03 3.341075e+03 7.702231e+03 4.343249e+03 1.141733e+11 6.302540e+10 3.394869e-05 1.217199e+03 -1.365506e+07
6.278826e+06 9.877422e+00 2.855858e+09 1.511121e+03 3.338255e+03 7.698811e+03 4.348141e+03 1.137118e+11 6.311416e+10 3.409135e-05 1.215811e+03 -1.366327e+07
6.284913e+06 9.875374e+00 2.654568e+09 1.475931e+03 3.336031e+03 7.698787e+03 4.355082e+03 1.133661e+11 6.327363e+10 3.417750e-05 1.213935e+03 -1.366639e+07
6.291000e+06 9.873337e+00 2.453444e+09 1.434968e+03 3.334467e+03 7.702528e+03 4.364279e+03 1.131486e+11 6.351138e+10 3.419939e-05 1.211498e+03 -1.366346e+07
6.294971e+06 9.872015e+00 2.322330e+09 1.404890e+03 3.333832e+03 7.707153e+03 4.371583e+03 1.130810e+11 6.371197e+10 3.417567e-05 1.209567e+03 -1.365781e+07
6.298943e+06 9.870696e+00 2.191262e+09 1.372005e+03 3.333516e+03 7.713591e+03 4.379967e+03 1.130751e+11 6.395053e+10 3.411991e-05 1.207339e+03 -1.364887e+07
6.302914e+06 9.869382e+00 2.060314e+09 1.336221e+03 3.333530e+03 7.721898e+03 4.389460e+03 1.131330e+11 6.422832e+10 3.403069e-05 1.204789e+03 -1.363632e+07
6.306886e+06 9.868070e+00 1.929428e+09 1.297431e+03 3.333883e+03 7.732116e+03 4.400089e+03 1.132562e+11 6.454657e+10 3.390681e-05 1.201884e+03 -1.361978e+07
6.310857e+06 9.866761e+00 1.798684e+09 1.255588e+03 3.334577e+03 7.744259e+03 4.411858e+03 1.134453e+11 6.490585e+10 3.374737e-05 1.198591e+03 -1.359885e+07
6.314829e+06 9.865451e+00 1.668030e+09 1.210632e+03 3.335613e+03 7.758326e+03 4.424772e+03 1.137004e+11 6.530666e+10 3.355159e-05 1.194862e+03 -1.357302e+07
6.318800e+06 9.864142e+00 1.537547e+09 1.162573e+03 3.336985e+03 7.774281e+03 4.438807e+03 1.140207e+11 6.574864e+10 3.331894e-05 1.190644e+03 -1.354167e+07
6.322771e+06 9.862831e+00 1.407222e+09 1.111419e+03 3.338686e+03 7.792071e+03 4.453934e+03 1.144045e+11 6.623125e+10 3.304873e-05 1.185861e+03 -1.350396e+07
6.326743e+06 9.861515e+00 1.277043e+09 1.057207e+03 3.340700e+03 7.811617e+03 4.470109e+03 1.148494e+11 6.675344e+10 3.273996e-05 1.180409e+03 -1.345875e+07
6.330714e+06 9.860194e+00 1.147098e+09 1.000050e+03 3.343008e+03 7.832798e+03 4.487261e+03 1.153517e+11 6.731317e+10 3.239126e-05 1.174151e+03 -1.340450e+07
6.334686e+06 9.858864e+00 1.017349e+09 9.400397e+02 3.345586e+03 7.855484e+03 4.505316e+03 1.159072e+11 6.790830e+10 3.199982e-05 1.166885e+03 -1.333896e+07
6.338657e+06 9.857525e+00 8.878882e+08 8.773602e+02 3.348405e+03 7.879493e+03 4.524166e+03 1.165099e+11 6.853541e+10 3.156128e-05 1.158327e+03 -1.325895e+07
6.341000e+06 9.856729e+00 8.116348e+08 8.391936e+02 3.350166e+03 7.894202e+03 4.535615e+03 1.168851e+11 6.891896e+10 3.127747e-05 1.152506e+03 -1.320311e+07
6.341000e+06 9.856729e+00 8.116348e+08 8.391936e+02 3.350166e+03 7.894202e+03 4.535615e+03 1.168851e+11 6.891896e+10 3.127747e-05 1.152506e+03 -1.320311e+07
6.342000e+06 9.856194e+00 7.813752e+08 8.226874e+02 3.351000e+03 7.900803e+03 4.540626e+03 1.170604e+11 6.908853e+10 3.114612e-05 1.149813e+03 -1.317668e+07
6.343000e+06 9.855658e+00 7.511409e+08 8.060347e+02 3.351845e+03 7.907463e+03 4.545673e+03 1.172379e+11 6.925964e+10 3.101074e-05 1.146980e+03 -1.314869e+07
6.344000e+06 9.855120e+00 7.209501e+08 7.892397e+02 3.352700e+03 7.914179e+03 4.550753e+03 1.174175e+11 6.943225e+10 3.087105e-05 1.143996e+03 -1.311901e+07
6.345000e+06 9.854577e+00 6.908196e+08 7.723064e+02 3.353565e+03 7.920948e+03 4.555864e+03 1.175991e+11 6.960627e+10 3.072674e-05 1.140847e+03 -1.308747e+07
6.346000e+06 9.854029e+00 6.607645e+08 7.552392e+02 3.354441e+03 7.927768e+03 4.561005e+03 1.177827e+11 6.978165e+10 3.057747e-05 1.137518e+03 -1.305391e+07
6.347000e+06 9.853475e+00 6.307987e+08 7.380424e+02 3.355325e+03 7.934634e+03 4.566172e+03 1.179682e+11 6.995829e+10 3.042286e-05 1.133992e+03 -1.301817e+07
6.348000e+06 9.852912e+00 6.009342e+08 7.207204e+02 3.356218e+03 7.941543e+03 4.571364e+03 1.181555e+11 7.013612e+10 3.026248e-05 1.130250e+03 -1.297993e+07
6.349000e+06 9.852341e+00 5.711816e+08 7.032778e+02 3.357120e+03 7.948491e+03 4.576576e+03 1.183445e+11 7.031504e+10 3.009583e-05 1.126271e+03 -1.293906e+07
6.350000e+06 9.851760e+00 5.415501e+08 6.857191e+02 3.358029e+03 7.955473e+03 4.581807e+03 1.185349e+11 7.049493e+10 2.992238e-05 1.122032e+03 -1.289525e+07
6.351000e+06 9.851169e+00 5.120472e+08 6.680492e+02 3.358944e+03 7.962484e+03 4.587052e+03 1.187267e+11 7.067570e+10 2.974150e-05 1.117505e+03 -1.284819e+07
6.352000e+06 9.850568e+00 4.826789e+08 6.502727e+02 3.359866e+03 7.969520e+03 4.592309e+03 1.189197e+11 7.085722e+10 2.955248e-05 1.112659e+03 -1.279754e+07
6.353000e+06 9.849955e+00 4.534498e+08 6.323946e+02 3.360791e+03 7.976573e+03 4.597574e+03 1.191136e+11 7.103936e+10 2.935453e-05 1.107460e+03 -1.274291e+07
6.354000e+06 9.849331e+00 4.243628e+08 6.144196e+02 3.361721e+03 7.983638e+03 4.602843e+03 1.193083e+11 7.122196e+10 2.914673e-05 1.101868e+03 -1.268384e+07
6.355000e+06 9.848696e+00 3.954194e+08 5.963528e+02 3.362653e+03 7.990707e+03 4.608111e+03 1.195036e+11 7.140489e+10 2.892801e-05 1.095839e+03 -1.261983e+07
6.356000e+06 9.848049e+00 3.666195e+08 5.781993e+02 3.363586e+03 7.997774e+03 4.613375e+03 1.196991e+11 7.158795e+10 2.869717e-05 1.089320e+03 -1.255029e+07
6.357000e+06 9.847391e+00 3.379614e+08 5.599640e+02 3.364518e+03 8.004830e+03 4.618628e+03 1.198946e+11 7.177098e+10 2.845282e-05 1.082253e+03 -1.247456e+07
6.358000e+06 9.846722e+00 3.094421e+08 5.416522e+02 3.365449e+03 8.011867e+03 4.623867e+03 1.200898e+11 7.195377e+10 2.819333e-05 1.074569e+03 -1.239186e+07
6.359000e+06 9.846043e+00 2.810569e+08 5.232690e+02 3.366375e+03 8.018874e+03 4.629084e+03 1.202843e+11 7.213611e+10 2.791685e-05 1.066189e+03 -1.230129e+07
6.360000e+06 9.845353e+00 2.527995e+08 5.048197e+02 3.367296e+03 8.025841e+03 4.634275e+03 1.204778e+11 7.231774e+10 2.762120e-05 1.057023e+03 -1.220183e+07
6.361000e+06 9.844654e+00 2.246623e+08 4.863094e+02 3.368209e+03 8.032757e+03 4.639431e+03 1.206698e+11 7.249841e+10 2.730384e-05 1.046965e+03 -1.209227e+07
6.362000e+06 9.843947e+00 1.966361e+08 4.677436e+02 3.369112e+03 8.039609e+03 4.644546e+03 1.208598e+11 7.267782e+10 2.696182e-05 1.035892e+03 -1.197122e+07
6.363000e+06 9.843232e+00 1.687101e+08 4.491274e+02 3.370001e+03 8.046384e+03 4.649611e+03 1.210475e+11 7.285567e+10 2.659166e-05 1.023659e+03 -1.183703e+07
6.364000e+06 9.842510e+00 1.408719e+08 4.304662e+02 3.370875e+03 8.053065e+03 4.654617e+03 1.212321e+11 7.303157e+10 2.618930e-05 1.010100e+03 -1.168780e+07
6.365000e+06 9.841783e+00 1.131078e+08 4.117654e+02 3.371730e+03 8.059636e+03 4.659555e+03 1.214131e+11 7.320515e+10 2.574993e-05 9.950161e+02 -1.152126e+07
6.366000e+06 9.841053e+00 8.540240e+07 3.930303e+02 3.372563e+03 8.066079e+03 4.664412e+03 1.215898e+11 7.337596e+10 2.526791e-05 9.781755e+02 -1.133477e+07
6.367000e+06 9.840319e+00 5.773890e+07 3.742663e+02 3.373369e+03 8.072370e+03 4.669175e+03 1.217614e+11 7.354348e+10 2.473654e-05 9.593052e+02 -1.112520e+07
6.368000e+06 9.839585e+00 3.009888e+07 3.554786e+02 3.374144e+03 8.078488e+03 4.673832e+03 1.219270e+11 7.370717e+10 2.414794e-05 9.380832e+02 -1.088885e+07
6.368000e+06 9.839585e+00 3.009888e+07 3.554786e+02 3.374144e+03 8.078488e+03 4.673832e+03 1.219270e+11 7.370717e+10 2.414794e-05 9.380832e+02 -1.088885e+07
6.368200e+06 9.839138e+00 2.809165e+07 3.517808e+02 3.374388e+03 8.080005e+03 4.674837e+03 1.219763e+11 7.374421e+10 2.401985e-05 9.335876e+02 -1.083841e+07
6.368400e+06 9.838691e+00 2.608451e+07 3.480824e+02 3.374631e+03 8.081514e+03 4.675837e+03 1.220253e+11 7.378107e+10 2.388915e-05 9.289832e+02 -1.078674e+07
6.368600e+06 9.838245e+00 2.407746e+07 3.443833e+02 3.374872e+03 8.083014e+03 4.676832e+03 1.220740e+11 7.381775e+10 2.375578e-05 9.242667e+02 -1.073379e+07
6.368800e+06 9.837798e+00 2.207051e+07 3.406837e+02 3.375112e+03 8.084505e+03 4.677821e+03 1.221224e+11 7.385424e+10 2.361964e-05 9.194348e+02 -1.067952e+07
6.369000e+06 9.837351e+00 2.006364e+07 3.369836e+02 3.375350e+03 8.085987e+03 4.678805e+03 1.221704e+11 7.389052e+10 2.348067e-05 9.144840e+02 -1.062390e+07
6.369200e+06 9.836904e+00 1.805687e+07 3.332830e+02 3.375586e+03 8.087460e+03 4.679784e+03 1.222182e+11 7.392661e+10 2.333875e-05 9.094108e+02 -1.056688e+07
6.369400e+06 9.836458e+00 1.605018e+07 3.295820e+02 3.375821e+03 8.088924e+03 4.680757e+03 1.222656e+11 7.396249e+10 2.319382e-05 9.042113e+02 -1.050843e+07
6.369600e+06 9.836011e+00 1.404359e+07 3.258807e+02 3.376054e+03 8.090378e+03 4.681724e+03 1.223127e+11 7.399815e+10 2.304578e-05 8.988819e+02 -1.044849e+07
6.369800e+06 9.835564e+00 1.203709e+07 3.221790e+02 3.376285e+03 8.091821e+03 4.682684e+03 1.223595e+11 7.403360e+10 2.289452e-05 8.934186e+02 -1.038703e+07
6.370000e+06 9.835118e+00 1.003068e+07 3.184770e+02 3.376514e+03 8.093255e+03 4.683639e+03 1.224059e+11 7.406881e+10 2.273996e-05 8.878174e+02 -1.032399e+07
6.370200e+06 9.834671e+00 8.024363e+06 3.147748e+02 3.376741e+03 8.094678e+03 4.684587e+03 1.224519e+11 7.410380e+10 2.258198e-05 8.820742e+02 -1.025932e+07
6.370400e+06 9.834225e+00 6.018136e+06 3.110724e+02 3.376967e+03 8.096090e+03 4.685529e+03 1.224976e+11 7.413854e+10 2.242050e-05 8.761846e+02 -1.019299e+07
6.370600e+06 9.833779e+00 4.012000e+06 3.073699e+02 3.377190e+03 8.097491e+03 4.686464e+03 1.225428e+11 7.417304e+10 2.225539e-05 8.701442e+02 -1.012493e+07
6.370800e+06 9.833332e+00 2.005954e+06 3.036672e+02 3.377412e+03 8.098881e+03 4.687392e+03 1.225877e+11 7.420729e+10 2.208656e-05 8.639487e+02 -1.005509e+07
