# Radius     Gravity      Pressure     Temperature  Density      Vp           Vs           K            G            Expansivity  Cp            dGdT         
4.813894e+06 9.936456e+00 6.504852e+10 2.148795e+03 4.884192e+03 1.240466e+04 6.669775e+03 4.618548e+11 2.172777e+11 1.748548e-05 1.243052e+03 -2.013210e+07
4.823365e+06 9.936211e+00 6.458871e+10 2.145945e+03 4.879315e+03 1.239162e+04 6.665054e+03 4.602252e+11 2.167536e+11 1.754666e-05 1.243229e+03 -2.015838e+07
4.832837e+06 9.936003e+00 6.412934e+10 2.143090e+03 4.874431e+03 1.237855e+04 6.660317e+03 4.585962e+11 2.162289e+11 1.760828e-05 1.243408e+03 -2.018472e+07
4.842308e+06 9.935832e+00 6.367050e+10 2.140228e+03 4.869540e+03 1.236544e+04 6.655565e+03 4.569682e+11 2.157038e+11 1.767035e-05 1.243587e+03 -2.021140e+07
4.851779e+06 9.935695e+00 6.321215e+10 2.137362e+03 4.864642e+03 1.235231e+04 6.650796e+03 4.553409e+11 2.151781e+11 1.773286e-05 1.243768e+03 -2.023814e+07
4.861250e+06 9.935595e+00 6.275428e+10 2.134489e+03 4.859736e+03 1.233915e+04 6.646011e+03 4.537144e+11 2.146519e+11 1.779584e-05 1.243951e+03 -2.026504e+07
4.870721e+06 9.935528e+00 6.229690e+10 2.131611e+03 4.854823e+03 1.232595e+04 6.641209e+03 4.520886e+11 2.141251e+11 1.785927e-05 1.244135e+03 -2.029210e+07
4.880192e+06 9.935496e+00 6.184000e+10 2.128727e+03 4.849902e+03 1.231272e+04 6.636391e+03 4.504635e+11 2.135978e+11 1.792318e-05 1.244320e+03 -2.031932e+07
4.889663e+06 9.935498e+00 6.138359e+10 2.125837e+03 4.844973e+03 1.229947e+04 6.631556e+03 4.488391e+11 2.130700e+11 1.798756e-05 1.244506e+03 -2.034671e+07
4.899135e+06 9.935533e+00 6.092761e+10 2.122940e+03 4.840037e+03 1.228618e+04 6.626705e+03 4.472153e+11 2.125416e+11 1.805243e-05 1.244694e+03 -2.037425e+07
4.908606e+06 9.935601e+00 6.047216e+10 2.120038e+03 4.835093e+03 1.227285e+04 6.621836e+03 4.455924e+11 2.120126e+11 1.811778e-05 1.244883e+03 -2.040197e+07
4.918077e+06 9.935702e+00 6.001719e+10 2.117131e+03 4.830141e+03 1.225950e+04 6.616951e+03 4.439702e+11 2.114831e+11 1.818361e-05 1.245073e+03 -2.042986e+07
4.927548e+06 9.935834e+00 5.956270e+10 2.114217e+03 4.825182e+03 1.224611e+04 6.612049e+03 4.423486e+11 2.109530e+11 1.824995e-05 1.245265e+03 -2.045792e+07
4.937019e+06 9.935997e+00 5.910869e+10 2.111297e+03 4.820214e+03 1.223269e+04 6.607130e+03 4.407278e+11 2.104224e+11 1.831679e-05 1.245458e+03 -2.048615e+07
4.946490e+06 9.936191e+00 5.865516e+10 2.108370e+03 4.815239e+03 1.221924e+04 6.602193e+03 4.391076e+11 2.098912e+11 1.838414e-05 1.245653e+03 -2.051456e+07
4.955962e+06 9.936416e+00 5.820206e+10 2.105438e+03 4.810255e+03 1.220575e+04 6.597238e+03 4.374879e+11 2.093594e+11 1.845201e-05 1.245849e+03 -2.054315e+07
4.965433e+06 9.936671e+00 5.774948e+10 2.102499e+03 4.805263e+03 1.219223e+04 6.592266e+03 4.358691e+11 2.088270e+11 1.852039e-05 1.246047e+03 -2.057190e+07
4.974904e+06 9.936955e+00 5.729738e+10 2.099554e+03 4.800263e+03 1.217868e+04 6.587277e+03 4.342509e+11 2.082941e+11 1.858931e-05 1.246246e+03 -2.060091e+07
4.984375e+06 9.937269e+00 5.684575e+10 2.096603e+03 4.795255e+03 1.216509e+04 6.582269e+03 4.326334e+11 2.077605e+11 1.865876e-05 1.246446e+03 -2.062993e+07
4.993846e+06 9.937611e+00 5.639461e+10 2.093646e+03 4.790239e+03 1.215147e+04 6.577244e+03 4.310166e+11 2.072264e+11 1.872875e-05 1.246648e+03 -2.065924e+07
5.003317e+06 9.937981e+00 5.594394e+10 2.090682e+03 4.785215e+03 1.213782e+04 6.572201e+03 4.294004e+11 2.066917e+11 1.879929e-05 1.246852e+03 -2.068873e+07
5.012788e+06 9.938379e+00 5.549374e+10 2.087711e+03 4.780182e+03 1.212413e+04 6.567139e+03 4.277848e+11 2.061564e+11 1.887038e-05 1.247057e+03 -2.071842e+07
5.022260e+06 9.938804e+00 5.504397e+10 2.084734e+03 4.775140e+03 1.211040e+04 6.562059e+03 4.261697e+11 2.056204e+11 1.894205e-05 1.247264e+03 -2.074830e+07
5.031731e+06 9.939257e+00 5.459472e+10 2.081751e+03 4.770090e+03 1.209664e+04 6.556960e+03 4.245554e+11 2.050839e+11 1.901427e-05 1.247472e+03 -2.077836e+07
5.041202e+06 9.939735e+00 5.414595e+10 2.078760e+03 4.765031e+03 1.208284e+04 6.551843e+03 4.229417e+11 2.045468e+11 1.908707e-05 1.247683e+03 -2.080863e+07
5.050673e+06 9.940240e+00 5.369765e+10 2.075764e+03 4.759964e+03 1.206901e+04 6.546707e+03 4.213286e+11 2.040091e+11 1.916046e-05 1.247894e+03 -2.083909e+07
5.060144e+06 9.940770e+00 5.324982e+10 2.072760e+03 4.754888e+03 1.205514e+04 6.541553e+03 4.197162e+11 2.034707e+11 1.923443e-05 1.248107e+03 -2.086975e+07
5.069615e+06 9.941326e+00 5.280247e+10 2.069750e+03 4.749803e+03 1.204123e+04 6.536379e+03 4.181043e+11 2.029318e+11 1.930901e-05 1.248322e+03 -2.090062e+07
5.079087e+06 9.941906e+00 5.235555e+10 2.066733e+03 4.744709e+03 1.202729e+04 6.531186e+03 4.164929e+11 2.023921e+11 1.938419e-05 1.248539e+03 -2.093169e+07
5.088558e+06 9.942511e+00 5.190914e+10 2.063709e+03 4.739607e+03 1.201331e+04 6.525973e+03 4.148822e+11 2.018519e+11 1.945999e-05 1.248758e+03 -2.096297e+07
5.098029e+06 9.943140e+00 5.146321e+10 2.060678e+03 4.734495e+03 1.199929e+04 6.520742e+03 4.132722e+11 2.013111e+11 1.953640e-05 1.248978e+03 -2.099463e+07
5.107500e+06 9.943792e+00 5.101776e+10 2.057640e+03 4.729375e+03 1.198524e+04 6.515491e+03 4.116627e+11 2.007696e+11 1.961344e-05 1.249200e+03 -2.102615e+07
5.116971e+06 9.944467e+00 5.057277e+10 2.054595e+03 4.724245e+03 1.197115e+04 6.510220e+03 4.100537e+11 2.002275e+11 1.969113e-05 1.249423e+03 -2.105808e+07
5.126442e+06 9.945166e+00 5.012827e+10 2.051543e+03 4.719106e+03 1.195702e+04 6.504929e+03 4.084454e+11 1.996847e+11 1.976945e-05 1.249649e+03 -2.109021e+07
5.135913e+06 9.945886e+00 4.968423e+10 2.048484e+03 4.713958e+03 1.194285e+04 6.499618e+03 4.068376e+11 1.991413e+11 1.984844e-05 1.249876e+03 -2.112258e+07
5.145385e+06 9.946629e+00 4.924062e+10 2.045418e+03 4.708800e+03 1.192864e+04 6.494287e+03 4.052303e+11 1.985972e+11 1.992809e-05 1.250106e+03 -2.115516e+07
5.154856e+06 9.947393e+00 4.879753e+10 2.042344e+03 4.703633e+03 1.191439e+04 6.488935e+03 4.036236e+11 1.980525e+11 2.000841e-05 1.250337e+03 -2.118797e+07
5.164327e+06 9.948178e+00 4.835492e+10 2.039263e+03 4.698457e+03 1.190011e+04 6.483564e+03 4.020175e+11 1.975071e+11 2.008940e-05 1.250570e+03 -2.122101e+07
5.173798e+06 9.948984e+00 4.791278e+10 2.036175e+03 4.693271e+03 1.188578e+04 6.478171e+03 4.004120e+11 1.969611e+11 2.017109e-05 1.250805e+03 -2.125427e+07
5.183269e+06 9.949810e+00 4.747112e+10 2.033080e+03 4.688076e+03 1.187142e+04 6.472758e+03 3.988070e+11 1.964144e+11 2.025348e-05 1.251042e+03 -2.128778e+07
5.192740e+06 9.950657e+00 4.702993e+10 2.029977e+03 4.682871e+03 1.185701e+04 6.467324e+03 3.972025e+11 1.958671e+11 2.033657e-05 1.251281e+03 -2.132152e+07
5.202212e+06 9.951523e+00 4.658917e+10 2.026866e+03 4.677656e+03 1.184256e+04 6.461868e+03 3.955984e+11 1.953190e+11 2.042040e-05 1.251522e+03 -2.135550e+07
5.211683e+06 9.952409e+00 4.614894e+10 2.023748e+03 4.672431e+03 1.182807e+04 6.456392e+03 3.939950e+11 1.947703e+11 2.050494e-05 1.251765e+03 -2.138973e+07
5.221154e+06 9.953313e+00 4.570918e+10 2.020623e+03 4.667197e+03 1.181355e+04 6.450894e+03 3.923922e+11 1.942209e+11 2.059021e-05 1.252010e+03 -2.142420e+07
5.230625e+06 9.954236e+00 4.526989e+10 2.017489e+03 4.661952e+03 1.179898e+04 6.445375e+03 3.907898e+11 1.936708e+11 2.067624e-05 1.252257e+03 -2.145892e+07
5.240096e+06 9.955177e+00 4.483109e+10 2.014348e+03 4.656698e+03 1.178436e+04 6.439833e+03 3.891880e+11 1.931200e+11 2.076302e-05 1.252506e+03 -2.149390e+07
5.249567e+06 9.956136e+00 4.439276e+10 2.011200e+03 4.651434e+03 1.176971e+04 6.434270e+03 3.875867e+11 1.925686e+11 2.085057e-05 1.252758e+03 -2.152913e+07
5.259038e+06 9.957113e+00 4.395491e+10 2.008043e+03 4.646159e+03 1.175501e+04 6.428685e+03 3.859858e+11 1.920164e+11 2.093890e-05 1.253011e+03 -2.156462e+07
5.268510e+06 9.958106e+00 4.351750e+10 2.004878e+03 4.640874e+03 1.174027e+04 6.423077e+03 3.843854e+11 1.914635e+11 2.102803e-05 1.253267e+03 -2.160038e+07
5.277981e+06 9.959117e+00 4.308061e+10 2.001706e+03 4.635579e+03 1.172549e+04 6.417447e+03 3.827856e+11 1.909100e+11 2.111796e-05 1.253525e+03 -2.163640e+07
5.287452e+06 9.960143e+00 4.264420e+10 1.998525e+03 4.630273e+03 1.171066e+04 6.411795e+03 3.811862e+11 1.903557e+11 2.120869e-05 1.253785e+03 -2.167270e+07
5.296923e+06 9.961186e+00 4.220827e+10 1.995337e+03 4.624957e+03 1.169579e+04 6.406120e+03 3.795874e+11 1.898007e+11 2.130025e-05 1.254048e+03 -2.170927e+07
5.306394e+06 9.962245e+00 4.177282e+10 1.992140e+03 4.619631e+03 1.168088e+04 6.400422e+03 3.779891e+11 1.892450e+11 2.139264e-05 1.254313e+03 -2.174611e+07
5.315865e+06 9.963319e+00 4.133786e+10 1.988935e+03 4.614294e+03 1.166592e+04 6.394700e+03 3.763912e+11 1.886886e+11 2.148588e-05 1.254581e+03 -2.178324e+07
5.325337e+06 9.964408e+00 4.090333e+10 1.985721e+03 4.608945e+03 1.165091e+04 6.388955e+03 3.747937e+11 1.881314e+11 2.157998e-05 1.254850e+03 -2.182065e+07
5.334808e+06 9.965511e+00 4.046934e+10 1.982500e+03 4.603587e+03 1.163586e+04 6.383187e+03 3.731968e+11 1.875735e+11 2.167495e-05 1.255123e+03 -2.185835e+07
5.344279e+06 9.966629e+00 4.003583e+10 1.979270e+03 4.598217e+03 1.162077e+04 6.377395e+03 3.716003e+11 1.870149e+11 2.177081e-05 1.255397e+03 -2.189635e+07
5.353750e+06 9.967761e+00 3.960280e+10 1.976031e+03 4.592837e+03 1.160563e+04 6.371580e+03 3.700044e+11 1.864555e+11 2.186756e-05 1.255675e+03 -2.193464e+07
5.363221e+06 9.968907e+00 3.917026e+10 1.972784e+03 4.587446e+03 1.159044e+04 6.365740e+03 3.684088e+11 1.858954e+11 2.196522e-05 1.255954e+03 -2.197323e+07
5.372692e+06 9.970066e+00 3.873822e+10 1.969529e+03 4.582044e+03 1.157520e+04 6.359876e+03 3.668138e+11 1.853346e+11 2.206380e-05 1.256237e+03 -2.201212e+07
5.382163e+06 9.971238e+00 3.830666e+10 1.966265e+03 4.576630e+03 1.155992e+04 6.353988e+03 3.652192e+11 1.847730e+11 2.216332e-05 1.256522e+03 -2.205132e+07
5.391635e+06 9.972423e+00 3.787554e+10 1.962991e+03 4.571205e+03 1.154459e+04 6.348074e+03 3.636249e+11 1.842106e+11 2.226381e-05 1.256810e+03 -2.209084e+07
5.401106e+06 9.973620e+00 3.744496e+10 1.959710e+03 4.565769e+03 1.152921e+04 6.342136e+03 3.620312e+11 1.836475e+11 2.236524e-05 1.257100e+03 -2.213068e+07
5.410577e+06 9.974830e+00 3.701487e+10 1.956419e+03 4.560322e+03 1.151379e+04 6.336173e+03 3.604379e+11 1.830836e+11 2.246766e-05 1.257393e+03 -2.217084e+07
5.420048e+06 9.976051e+00 3.658528e+10 1.953120e+03 4.554863e+03 1.149831e+04 6.330185e+03 3.588451e+11 1.825190e+11 2.257107e-05 1.257689e+03 -2.221119e+07
5.429519e+06 9.977283e+00 3.615618e+10 1.949811e+03 4.549392e+03 1.148279e+04 6.324171e+03 3.572527e+11 1.819536e+11 2.267549e-05 1.257988e+03 -2.225215e+07
5.438990e+06 9.978526e+00 3.572758e+10 1.946493e+03 4.543910e+03 1.146721e+04 6.318132e+03 3.556607e+11 1.813874e+11 2.278094e-05 1.258289e+03 -2.229331e+07
5.448462e+06 9.979781e+00 3.529943e+10 1.943166e+03 4.538416e+03 1.145159e+04 6.312066e+03 3.540690e+11 1.808204e+11 2.288744e-05 1.258594e+03 -2.233481e+07
5.457933e+06 9.981046e+00 3.487182e+10 1.939830e+03 4.532910e+03 1.143591e+04 6.305974e+03 3.524779e+11 1.802526e+11 2.299498e-05 1.258902e+03 -2.237665e+07
5.467404e+06 9.982321e+00 3.444471e+10 1.936485e+03 4.527393e+03 1.142019e+04 6.299857e+03 3.508871e+11 1.796840e+11 2.310359e-05 1.259212e+03 -2.241885e+07
5.476875e+06 9.983605e+00 3.401810e+10 1.933131e+03 4.521863e+03 1.140441e+04 6.293712e+03 3.492968e+11 1.791147e+11 2.321330e-05 1.259526e+03 -2.246140e+07
5.486346e+06 9.984900e+00 3.359200e+10 1.929767e+03 4.516321e+03 1.138859e+04 6.287541e+03 3.477069e+11 1.785445e+11 2.332411e-05 1.259842e+03 -2.250431e+07
5.495817e+06 9.986204e+00 3.316640e+10 1.926393e+03 4.510768e+03 1.137270e+04 6.281343e+03 3.461175e+11 1.779736e+11 2.343605e-05 1.260162e+03 -2.254760e+07
5.505288e+06 9.987516e+00 3.274130e+10 1.923010e+03 4.505202e+03 1.135677e+04 6.275118e+03 3.445284e+11 1.774018e+11 2.354912e-05 1.260485e+03 -2.259125e+07
5.514760e+06 9.988838e+00 3.231667e+10 1.919617e+03 4.499623e+03 1.134078e+04 6.268864e+03 3.429395e+11 1.768291e+11 2.366337e-05 1.260811e+03 -2.263529e+07
5.524231e+06 9.990167e+00 3.189259e+10 1.916214e+03 4.494032e+03 1.132474e+04 6.262584e+03 3.413512e+11 1.762557e+11 2.377879e-05 1.261141e+03 -2.267971e+07
5.533702e+06 9.991505e+00 3.146901e+10 1.912802e+03 4.488428e+03 1.130865e+04 6.256275e+03 3.397633e+11 1.756815e+11 2.389540e-05 1.261474e+03 -2.272452e+07
5.543173e+06 9.992850e+00 3.104595e+10 1.909380e+03 4.482812e+03 1.129250e+04 6.249938e+03 3.381758e+11 1.751064e+11 2.401323e-05 1.261810e+03 -2.276973e+07
5.552644e+06 9.994203e+00 3.062340e+10 1.905948e+03 4.477183e+03 1.127630e+04 6.243573e+03 3.365886e+11 1.745305e+11 2.413230e-05 1.262150e+03 -2.281534e+07
5.562115e+06 9.995564e+00 3.020137e+10 1.902505e+03 4.471542e+03 1.126004e+04 6.237179e+03 3.350018e+11 1.739537e+11 2.425263e-05 1.262494e+03 -2.286136e+07
5.571587e+06 9.996931e+00 2.977981e+10 1.899053e+03 4.465887e+03 1.124372e+04 6.230755e+03 3.334152e+11 1.733760e+11 2.437424e-05 1.262841e+03 -2.290780e+07
5.581058e+06 9.998305e+00 2.935881e+10 1.895590e+03 4.460219e+03 1.122735e+04 6.224303e+03 3.318292e+11 1.727976e+11 2.449714e-05 1.263191e+03 -2.295466e+07
5.590529e+06 9.999685e+00 2.893832e+10 1.892117e+03 4.454538e+03 1.121092e+04 6.217822e+03 3.302435e+11 1.722183e+11 2.462137e-05 1.263545e+03 -2.300195e+07
5.600000e+06 1.000107e+01 2.851836e+10 1.888634e+03 4.448844e+03 1.119444e+04 6.211310e+03 3.286581e+11 1.716381e+11 2.474693e-05 1.263903e+03 -2.304967e+07
5.600000e+06 1.000107e+01 2.851836e+10 1.888634e+03 4.448844e+03 1.119444e+04 6.211310e+03 3.286581e+11 1.716381e+11 2.474693e-05 1.263903e+03 -2.304967e+07
5.607562e+06 1.000216e+01 2.818350e+10 1.885846e+03 4.444290e+03 1.118124e+04 6.206091e+03 3.273929e+11 1.711743e+11 2.484814e-05 1.264192e+03 -2.308809e+07
5.615125e+06 1.000324e+01 2.784897e+10 1.883051e+03 4.439726e+03 1.116800e+04 6.200852e+03 3.261278e+11 1.707100e+11 2.495024e-05 1.264483e+03 -2.312679e+07
5.622688e+06 1.000432e+01 2.751482e+10 1.880250e+03 4.435155e+03 1.115472e+04 6.195595e+03 3.248631e+11 1.702452e+11 2.505322e-05 1.264777e+03 -2.316577e+07
5.630250e+06 1.000541e+01 2.718109e+10 1.877442e+03 4.430576e+03 1.114141e+04 6.190319e+03 3.235990e+11 1.697799e+11 2.515707e-05 1.265072e+03 -2.320504e+07
5.637812e+06 1.000649e+01 2.684775e+10 1.874628e+03 4.425989e+03 1.112807e+04 6.185024e+03 3.223353e+11 1.693141e+11 2.526183e-05 1.265371e+03 -2.324460e+07
5.645375e+06 1.000756e+01 2.651475e+10 1.871808e+03 4.421393e+03 1.111468e+04 6.179710e+03 3.210718e+11 1.688478e+11 2.536752e-05 1.265672e+03 -2.328447e+07
5.652938e+06 1.000864e+01 2.618214e+10 1.868981e+03 4.416790e+03 1.110126e+04 6.174377e+03 3.198087e+11 1.683810e+11 2.547413e-05 1.265976e+03 -2.332463e+07
5.660500e+06 1.000971e+01 2.584997e+10 1.866147e+03 4.412179e+03 1.108781e+04 6.169025e+03 3.185462e+11 1.679137e+11 2.558167e-05 1.266282e+03 -2.336508e+07
5.668062e+06 1.001078e+01 2.551819e+10 1.863307e+03 4.407559e+03 1.107432e+04 6.163653e+03 3.172841e+11 1.674459e+11 2.569016e-05 1.266591e+03 -2.340585e+07
5.675625e+06 1.001184e+01 2.518678e+10 1.860461e+03 4.402931e+03 1.106079e+04 6.158262e+03 3.160223e+11 1.669776e+11 2.579963e-05 1.266903e+03 -2.344693e+07
5.683188e+06 1.001290e+01 2.485576e+10 1.857607e+03 4.398295e+03 1.104722e+04 6.152851e+03 3.147609e+11 1.665088e+11 2.591007e-05 1.267217e+03 -2.348833e+07
5.690750e+06 1.001396e+01 2.452520e+10 1.854748e+03 4.393651e+03 1.103362e+04 6.147420e+03 3.135001e+11 1.660395e+11 2.602149e-05 1.267534e+03 -2.353003e+07
5.698312e+06 1.001501e+01 2.419504e+10 1.851881e+03 4.388999e+03 1.101997e+04 6.141970e+03 3.122397e+11 1.655697e+11 2.613391e-05 1.267854e+03 -2.357207e+07
5.705875e+06 1.001606e+01 2.386525e+10 1.849008e+03 4.384339e+03 1.100629e+04 6.136500e+03 3.109796e+11 1.650994e+11 2.624736e-05 1.268177e+03 -2.361443e+07
5.713438e+06 1.001710e+01 2.353586e+10 1.846128e+03 4.379669e+03 1.099257e+04 6.131009e+03 3.097199e+11 1.646286e+11 2.636185e-05 1.268503e+03 -2.365711e+07
5.721000e+06 1.001814e+01 2.320694e+10 1.843605e+03 3.995678e+03 9.859324e+03 5.233679e+03 2.424753e+11 1.094472e+11 1.969497e-05 1.202784e+03 -1.383585e+07
5.721000e+06 1.001814e+01 2.320694e+10 1.843605e+03 3.995678e+03 9.859324e+03 5.233679e+03 2.424753e+11 1.094472e+11 1.969497e-05 1.202784e+03 -1.383585e+07
5.724572e+06 1.001775e+01 2.306220e+10 1.842510e+03 3.993290e+03 9.852453e+03 5.231709e+03 2.418993e+11 1.092995e+11 1.975011e-05 1.202915e+03 -1.384197e+07
5.728143e+06 1.001735e+01 2.291766e+10 1.841414e+03 3.990901e+03 9.845576e+03 5.229736e+03 2.413238e+11 1.091517e+11 1.980552e-05 1.203047e+03 -1.384813e+07
5.731714e+06 1.001695e+01 2.277330e+10 1.840316e+03 3.988511e+03 9.838692e+03 5.227760e+03 2.407488e+11 1.090039e+11 1.986120e-05 1.203180e+03 -1.385435e+07
5.735286e+06 1.001655e+01 2.262906e+10 1.839216e+03 3.986118e+03 9.831798e+03 5.225779e+03 2.401739e+11 1.088560e+11 1.991718e-05 1.203313e+03 -1.386061e+07
5.738857e+06 1.001614e+01 2.248502e+10 1.838114e+03 3.983725e+03 9.824899e+03 5.223794e+03 2.395996e+11 1.087080e+11 1.997342e-05 1.203448e+03 -1.386693e+07
5.742428e+06 1.001573e+01 2.234115e+10 1.837011e+03 3.981330e+03 9.817992e+03 5.221806e+03 2.390256e+11 1.085600e+11 2.002995e-05 1.203582e+03 -1.387329e+07
5.746000e+06 1.001531e+01 2.219740e+10 1.835905e+03 3.978933e+03 9.811076e+03 5.219814e+03 2.384519e+11 1.084118e+11 2.008679e-05 1.203718e+03 -1.387971e+07
5.749572e+06 1.001488e+01 2.205382e+10 1.834798e+03 3.976534e+03 9.804152e+03 5.217818e+03 2.378785e+11 1.082636e+11 2.014391e-05 1.203854e+03 -1.388618e+07
5.753143e+06 1.001445e+01 2.191044e+10 1.833690e+03 3.974134e+03 9.797222e+03 5.215818e+03 2.373057e+11 1.081154e+11 2.020131e-05 1.203992e+03 -1.389269e+07
5.756714e+06 1.001402e+01 2.176722e+10 1.832580e+03 3.971733e+03 9.790284e+03 5.213815e+03 2.367332e+11 1.079670e+11 2.025901e-05 1.204129e+03 -1.389926e+07
5.760286e+06 1.001358e+01 2.162412e+10 1.831467e+03 3.969329e+03 9.783337e+03 5.211807e+03 2.361610e+11 1.078186e+11 2.031702e-05 1.204268e+03 -1.390589e+07
5.763857e+06 1.001314e+01 2.148123e+10 1.830353e+03 3.966925e+03 9.776383e+03 5.209795e+03 2.355893e+11 1.076701e+11 2.037531e-05 1.204408e+03 -1.391255e+07
5.767428e+06 1.001269e+01 2.133850e+10 1.829238e+03 3.964518e+03 9.769422e+03 5.207780e+03 2.350179e+11 1.075216e+11 2.043390e-05 1.204548e+03 -1.391930e+07
5.771000e+06 1.001224e+01 2.119589e+10 1.828120e+03 3.962110e+03 9.762451e+03 5.205760e+03 2.344467e+11 1.073729e+11 2.049281e-05 1.204689e+03 -1.392608e+07
5.777334e+06 1.001142e+01 2.094340e+10 1.826133e+03 3.957835e+03 9.750069e+03 5.202168e+03 2.334348e+11 1.071091e+11 2.059804e-05 1.204941e+03 -1.393825e+07
5.783666e+06 1.001059e+01 2.069150e+10 1.824142e+03 3.953555e+03 9.737666e+03 5.198565e+03 2.324244e+11 1.068452e+11 2.070421e-05 1.205195e+03 -1.395058e+07
5.790000e+06 1.000975e+01 2.044002e+10 1.822143e+03 3.949269e+03 9.725233e+03 5.194949e+03 2.314147e+11 1.065809e+11 2.081141e-05 1.205452e+03 -1.396309e+07
5.796334e+06 1.000889e+01 2.018905e+10 1.820139e+03 3.944978e+03 9.712774e+03 5.191319e+03 2.304061e+11 1.063163e+11 2.091961e-05 1.205712e+03 -1.397578e+07
5.802666e+06 1.000802e+01 1.993866e+10 1.818130e+03 3.940682e+03 9.700293e+03 5.187678e+03 2.293990e+11 1.060516e+11 2.102881e-05 1.205975e+03 -1.398865e+07
5.809000e+06 1.000713e+01 1.968869e+10 1.816114e+03 3.936380e+03 9.687782e+03 5.184022e+03 2.283927e+11 1.057866e+11 2.113907e-05 1.206240e+03 -1.400170e+07
5.815334e+06 1.000623e+01 1.943923e+10 1.814092e+03 3.932071e+03 9.675243e+03 5.180354e+03 2.273874e+11 1.055213e+11 2.125039e-05 1.206508e+03 -1.401494e+07
5.821666e+06 1.000531e+01 1.919034e+10 1.812064e+03 3.927759e+03 9.662682e+03 5.176673e+03 2.263836e+11 1.052559e+11 2.136273e-05 1.206778e+03 -1.402836e+07
5.828000e+06 1.000438e+01 1.894188e+10 1.810030e+03 3.923439e+03 9.650090e+03 5.172978e+03 2.253806e+11 1.049901e+11 2.147620e-05 1.207052e+03 -1.404198e+07
5.834334e+06 1.000343e+01 1.869392e+10 1.807990e+03 3.919114e+03 9.637471e+03 5.169270e+03 2.243786e+11 1.047240e+11 2.159076e-05 1.207328e+03 -1.405578e+07
5.840666e+06 1.000247e+01 1.844654e+10 1.805944e+03 3.914785e+03 9.624828e+03 5.165550e+03 2.233780e+11 1.044578e+11 2.170640e-05 1.207608e+03 -1.406978e+07
5.847000e+06 1.000150e+01 1.819959e+10 1.803891e+03 3.910448e+03 9.612154e+03 5.161815e+03 2.223783e+11 1.041913e+11 2.182321e-05 1.207890e+03 -1.408398e+07
5.853334e+06 1.000051e+01 1.795314e+10 1.801831e+03 3.906105e+03 9.599451e+03 5.158066e+03 2.213796e+11 1.039244e+11 2.194116e-05 1.208175e+03 -1.409839e+07
5.859666e+06 9.999501e+00 1.770728e+10 1.799766e+03 3.901758e+03 9.586725e+03 5.154305e+03 2.203823e+11 1.036575e+11 2.206023e-05 1.208464e+03 -1.411299e+07
5.866000e+06 9.998482e+00 1.746185e+10 1.797694e+03 3.897404e+03 9.573967e+03 5.150530e+03 2.193858e+11 1.033901e+11 2.218052e-05 1.208755e+03 -1.412780e+07
5.872334e+06 9.997447e+00 1.721693e+10 1.795616e+03 3.893043e+03 9.561181e+03 5.146740e+03 2.183904e+11 1.031226e+11 2.230201e-05 1.209050e+03 -1.414282e+07
5.878666e+06 9.996397e+00 1.697259e+10 1.793532e+03 3.888679e+03 9.548371e+03 5.142938e+03 2.173964e+11 1.028548e+11 2.242467e-05 1.209347e+03 -1.415804e+07
5.885000e+06 9.995332e+00 1.672869e+10 1.791440e+03 3.884307e+03 9.535528e+03 5.139121e+03 2.164033e+11 1.025867e+11 2.254859e-05 1.209648e+03 -1.417334e+07
5.891334e+06 9.994251e+00 1.648531e+10 1.789343e+03 3.879929e+03 9.522656e+03 5.135291e+03 2.154112e+11 1.023184e+11 2.267376e-05 1.209953e+03 -1.418912e+07
5.897666e+06 9.993155e+00 1.624252e+10 1.787239e+03 3.875546e+03 9.509761e+03 5.131447e+03 2.144206e+11 1.020499e+11 2.280016e-05 1.210260e+03 -1.420500e+07
5.904000e+06 9.992042e+00 1.600018e+10 1.785128e+03 3.871156e+03 9.496832e+03 5.127589e+03 2.134308e+11 1.017811e+11 2.292788e-05 1.210571e+03 -1.422115e+07
5.910334e+06 9.990913e+00 1.575836e+10 1.783010e+03 3.866761e+03 9.483874e+03 5.123716e+03 2.124421e+11 1.015120e+11 2.305689e-05 1.210886e+03 -1.423748e+07
5.916666e+06 9.989768e+00 1.551714e+10 1.780887e+03 3.862361e+03 9.470892e+03 5.119831e+03 2.114549e+11 1.012428e+11 2.318719e-05 1.211204e+03 -1.425405e+07
5.923000e+06 9.988605e+00 1.527637e+10 1.778756e+03 3.857953e+03 9.457877e+03 5.115930e+03 2.104685e+11 1.009732e+11 2.331886e-05 1.211526e+03 -1.427085e+07
5.929334e+06 9.987426e+00 1.503615e+10 1.776618e+03 3.853540e+03 9.444833e+03 5.112015e+03 2.094833e+11 1.007034e+11 2.345188e-05 1.211851e+03 -1.428788e+07
5.935666e+06 9.986229e+00 1.479653e+10 1.774475e+03 3.849122e+03 9.431765e+03 5.108088e+03 2.084996e+11 1.004334e+11 2.358624e-05 1.212179e+03 -1.430515e+07
5.942000e+06 9.985014e+00 1.455738e+10 1.772324e+03 3.844697e+03 9.418663e+03 5.104145e+03 2.075168e+11 1.001632e+11 2.372203e-05 1.212512e+03 -1.432259e+07
